"Occupation","Gender","TaxBracket","variable","value","unit"
"8312 Meat Boners and Slicers, and Slaughterers","Male","All","Net rent - loss",255,"number"
"8313 Meat, Poultry and Seafood Process Workers","Female","All","Net rent - loss",333,"number"
"8313 Meat, Poultry and Seafood Process Workers","Male","a. $18,200 or less","Net rent - loss",25,"number"
"8313 Meat, Poultry and Seafood Process Workers","Male","b. $18,201 to $37,000","Net rent - loss",73,"number"
"8313 Meat, Poultry and Seafood Process Workers","Male","c. $37,001 to $80,000","Net rent - loss",325,"number"
"8313 Meat, Poultry and Seafood Process Workers","Male","d. $80,001 to $180,000","Net rent - loss",55,"number"
"8313 Meat, Poultry and Seafood Process Workers","Male","e. $180,000 or more","Net rent - loss",0,"number"
"8321 Packers","Female","All","Net rent - loss",1062,"number"
"8321 Packers","Male","a. $18,200 or less","Net rent - loss",35,"number"
"8321 Packers","Male","b. $18,201 to $37,000","Net rent - loss",92,"number"
"8321 Packers","Male","c. $37,001 to $80,000","Net rent - loss",212,"number"
"8321 Packers","Male","d. $80,001 to $180,000","Net rent - loss",33,"number"
"8321 Packers","Male","e. $180,000 or more","Net rent - loss",0,"number"
"8322 Product Assemblers","Female","a. $18,200 or less","Net rent - loss",64,"number"
"8322 Product Assemblers","Female","b. $18,201 to $37,000","Net rent - loss",212,"number"
"8322 Product Assemblers","Female","c. $37,001 to $80,000","Net rent - loss",423,"number"
"8322 Product Assemblers","Female","d. $80,001 to $180,000","Net rent - loss",44,"number"
"8322 Product Assemblers","Female","e. $180,000 or more","Net rent - loss",4,"number"
"8322 Product Assemblers","Male","a. $18,200 or less","Net rent - loss",37,"number"
"8322 Product Assemblers","Male","b. $18,201 to $37,000","Net rent - loss",143,"number"
"8322 Product Assemblers","Male","c. $37,001 to $80,000","Net rent - loss",817,"number"
"8322 Product Assemblers","Male","d. $80,001 to $180,000","Net rent - loss",145,"number"
"8322 Product Assemblers","Male","e. $180,000 or more","Net rent - loss",6,"number"
"8391 Metal Engineering Process Workers","Female","a. $18,200 or less","Net rent - loss",0,"number"
"8391 Metal Engineering Process Workers","Female","b. $18,201 to $37,000","Net rent - loss",15,"number"
"8391 Metal Engineering Process Workers","Female","c. $37,001 to $80,000","Net rent - loss",17,"number"
"8391 Metal Engineering Process Workers","Female","d. $80,001 to $180,000","Net rent - loss",5,"number"
"8391 Metal Engineering Process Workers","Male","a. $18,200 or less","Net rent - loss",22,"number"
"8391 Metal Engineering Process Workers","Male","b. $18,201 to $37,000","Net rent - loss",55,"number"
"8391 Metal Engineering Process Workers","Male","c. $37,001 to $80,000","Net rent - loss",298,"number"
"8391 Metal Engineering Process Workers","Male","d. $80,001 to $180,000","Net rent - loss",199,"number"
"8391 Metal Engineering Process Workers","Male","e. $180,000 or more","Net rent - loss",6,"number"
"8392 Plastics and Rubber Factory Workers","Female","a. $18,200 or less","Net rent - loss",4,"number"
"8392 Plastics and Rubber Factory Workers","Female","b. $18,201 to $37,000","Net rent - loss",27,"number"
"8392 Plastics and Rubber Factory Workers","Female","c. $37,001 to $80,000","Net rent - loss",34,"number"
"8392 Plastics and Rubber Factory Workers","Female","d. $80,001 to $180,000","Net rent - loss",1,"number"
"8392 Plastics and Rubber Factory Workers","Male","All","Net rent - loss",144,"number"
"8393 Product Quality Controllers","Female","All","Net rent - loss",79,"number"
"8393 Product Quality Controllers","Male","All","Net rent - loss",94,"number"
"8394 Timber and Wood Process Workers","Female","All","Net rent - loss",138,"number"
"8394 Timber and Wood Process Workers","Male","a. $18,200 or less","Net rent - loss",15,"number"
"8394 Timber and Wood Process Workers","Male","b. $18,201 to $37,000","Net rent - loss",47,"number"
"8394 Timber and Wood Process Workers","Male","c. $37,001 to $80,000","Net rent - loss",270,"number"
"8394 Timber and Wood Process Workers","Male","d. $80,001 to $180,000","Net rent - loss",134,"number"
"8394 Timber and Wood Process Workers","Male","e. $180,000 or more","Net rent - loss",7,"number"
"8399 Other Factory Process Workers","Female","a. $18,200 or less","Net rent - loss",113,"number"
"8399 Other Factory Process Workers","Female","b. $18,201 to $37,000","Net rent - loss",355,"number"
"8399 Other Factory Process Workers","Female","c. $37,001 to $80,000","Net rent - loss",591,"number"
"8399 Other Factory Process Workers","Female","d. $80,001 to $180,000","Net rent - loss",57,"number"
"8399 Other Factory Process Workers","Female","e. $180,000 or more","Net rent - loss",6,"number"
"8399 Other Factory Process Workers","Male","a. $18,200 or less","Net rent - loss",84,"number"
"8399 Other Factory Process Workers","Male","b. $18,201 to $37,000","Net rent - loss",245,"number"
"8399 Other Factory Process Workers","Male","c. $37,001 to $80,000","Net rent - loss",995,"number"
"8399 Other Factory Process Workers","Male","d. $80,001 to $180,000","Net rent - loss",625,"number"
"8399 Other Factory Process Workers","Male","e. $180,000 or more","Net rent - loss",90,"number"
"8410 Farm, Forestry and Garden Workers - type not specified","Female","a. $18,200 or less","Net rent - loss",2,"number"
"8410 Farm, Forestry and Garden Workers - type not specified","Female","b. $18,201 to $37,000","Net rent - loss",0,"number"
"8410 Farm, Forestry and Garden Workers - type not specified","Female","c. $37,001 to $80,000","Net rent - loss",0,"number"
"8410 Farm, Forestry and Garden Workers - type not specified","Male","All","Net rent - loss",10,"number"
"8411 Aquaculture Workers","Female","All","Net rent - loss",10,"number"
"8411 Aquaculture Workers","Male","All","Net rent - loss",30,"number"
"8412 Crop Farm Workers","Female","a. $18,200 or less","Net rent - loss",57,"number"
"8412 Crop Farm Workers","Female","b. $18,201 to $37,000","Net rent - loss",80,"number"
"8412 Crop Farm Workers","Female","c. $37,001 to $80,000","Net rent - loss",89,"number"
"8412 Crop Farm Workers","Female","d. $80,001 to $180,000","Net rent - loss",10,"number"
"8412 Crop Farm Workers","Female","e. $180,000 or more","Net rent - loss",2,"number"
"8412 Crop Farm Workers","Male","a. $18,200 or less","Net rent - loss",35,"number"
"8412 Crop Farm Workers","Male","b. $18,201 to $37,000","Net rent - loss",104,"number"
"8412 Crop Farm Workers","Male","c. $37,001 to $80,000","Net rent - loss",247,"number"
"8412 Crop Farm Workers","Male","d. $80,001 to $180,000","Net rent - loss",40,"number"
"8412 Crop Farm Workers","Male","e. $180,000 or more","Net rent - loss",4,"number"
"8413 Forestry and Logging Workers","Female","All","Net rent - loss",9,"number"
"8413 Forestry and Logging Workers","Male","a. $18,200 or less","Net rent - loss",9,"number"
"8413 Forestry and Logging Workers","Male","b. $18,201 to $37,000","Net rent - loss",25,"number"
"8413 Forestry and Logging Workers","Male","c. $37,001 to $80,000","Net rent - loss",130,"number"
"8413 Forestry and Logging Workers","Male","d. $80,001 to $180,000","Net rent - loss",46,"number"
"8413 Forestry and Logging Workers","Male","e. $180,000 or more","Net rent - loss",4,"number"
"8414 Garden and Nursery Labourers","Female","All","Net rent - loss",174,"number"
"8414 Garden and Nursery Labourers","Male","a. $18,200 or less","Net rent - loss",41,"number"
"8414 Garden and Nursery Labourers","Male","b. $18,201 to $37,000","Net rent - loss",87,"number"
"8414 Garden and Nursery Labourers","Male","c. $37,001 to $80,000","Net rent - loss",229,"number"
"8414 Garden and Nursery Labourers","Male","d. $80,001 to $180,000","Net rent - loss",23,"number"
"8414 Garden and Nursery Labourers","Male","e. $180,000 or more","Net rent - loss",2,"number"
"8415 Livestock Farm Workers","Female","a. $18,200 or less","Net rent - loss",87,"number"
"8415 Livestock Farm Workers","Female","b. $18,201 to $37,000","Net rent - loss",116,"number"
"8415 Livestock Farm Workers","Female","c. $37,001 to $80,000","Net rent - loss",120,"number"
"8415 Livestock Farm Workers","Female","d. $80,001 to $180,000","Net rent - loss",9,"number"
"8415 Livestock Farm Workers","Female","e. $180,000 or more","Net rent - loss",3,"number"
"8415 Livestock Farm Workers","Male","a. $18,200 or less","Net rent - loss",72,"number"
"8415 Livestock Farm Workers","Male","b. $18,201 to $37,000","Net rent - loss",147,"number"
"8415 Livestock Farm Workers","Male","c. $37,001 to $80,000","Net rent - loss",383,"number"
"8415 Livestock Farm Workers","Male","d. $80,001 to $180,000","Net rent - loss",66,"number"
"8415 Livestock Farm Workers","Male","e. $180,000 or more","Net rent - loss",7,"number"
"8416 Mixed Crop and Livestock Farm Workers","Female","All","Net rent - loss",22,"number"
"8416 Mixed Crop and Livestock Farm Workers","Male","a. $18,200 or less","Net rent - loss",15,"number"
"8416 Mixed Crop and Livestock Farm Workers","Male","b. $18,201 to $37,000","Net rent - loss",32,"number"
"8416 Mixed Crop and Livestock Farm Workers","Male","c. $37,001 to $80,000","Net rent - loss",108,"number"
"8416 Mixed Crop and Livestock Farm Workers","Male","d. $80,001 to $180,000","Net rent - loss",13,"number"
"8416 Mixed Crop and Livestock Farm Workers","Male","e. $180,000 or more","Net rent - loss",2,"number"
"8419 Other Farm, Forestry and Garden Workers","Female","a. $18,200 or less","Net rent - loss",41,"number"
"8419 Other Farm, Forestry and Garden Workers","Female","b. $18,201 to $37,000","Net rent - loss",53,"number"
"8419 Other Farm, Forestry and Garden Workers","Female","c. $37,001 to $80,000","Net rent - loss",68,"number"
"8419 Other Farm, Forestry and Garden Workers","Female","d. $80,001 to $180,000","Net rent - loss",11,"number"
"8419 Other Farm, Forestry and Garden Workers","Female","e. $180,000 or more","Net rent - loss",3,"number"
"8419 Other Farm, Forestry and Garden Workers","Male","a. $18,200 or less","Net rent - loss",56,"number"
"8419 Other Farm, Forestry and Garden Workers","Male","b. $18,201 to $37,000","Net rent - loss",140,"number"
"8419 Other Farm, Forestry and Garden Workers","Male","c. $37,001 to $80,000","Net rent - loss",463,"number"
"8419 Other Farm, Forestry and Garden Workers","Male","d. $80,001 to $180,000","Net rent - loss",117,"number"
"8419 Other Farm, Forestry and Garden Workers","Male","e. $180,000 or more","Net rent - loss",9,"number"
"8511 Fast Food Cooks","Female","All","Net rent - loss",115,"number"
"8511 Fast Food Cooks","Male","All","Net rent - loss",122,"number"
"8512 Food Trades Assistants","Female","All","Net rent - loss",238,"number"
"8512 Food Trades Assistants","Male","All","Net rent - loss",64,"number"
"8513 Kitchenhands","Female","a. $18,200 or less","Net rent - loss",347,"number"
"8513 Kitchenhands","Female","b. $18,201 to $37,000","Net rent - loss",635,"number"
"8513 Kitchenhands","Female","c. $37,001 to $80,000","Net rent - loss",396,"number"
"8513 Kitchenhands","Female","d. $80,001 to $180,000","Net rent - loss",26,"number"
"8513 Kitchenhands","Female","e. $180,000 or more","Net rent - loss",6,"number"
"8513 Kitchenhands","Male","a. $18,200 or less","Net rent - loss",93,"number"
"8513 Kitchenhands","Male","b. $18,201 to $37,000","Net rent - loss",156,"number"
"8513 Kitchenhands","Male","c. $37,001 to $80,000","Net rent - loss",155,"number"
"8513 Kitchenhands","Male","d. $80,001 to $180,000","Net rent - loss",20,"number"
"8513 Kitchenhands","Male","e. $180,000 or more","Net rent - loss",3,"number"
"8910 Freight Handlers and Shelf Fillers - type not specified","Female","All","Net rent - loss",0,"number"
"8910 Freight Handlers and Shelf Fillers - type not specified","Male","All","Net rent - loss",2,"number"
"8911 Freight and Furniture Handlers","Female","All","Net rent - loss",41,"number"
"8911 Freight and Furniture Handlers","Male","a. $18,200 or less","Net rent - loss",28,"number"
"8911 Freight and Furniture Handlers","Male","b. $18,201 to $37,000","Net rent - loss",33,"number"
"8911 Freight and Furniture Handlers","Male","c. $37,001 to $80,000","Net rent - loss",277,"number"
"8911 Freight and Furniture Handlers","Male","d. $80,001 to $180,000","Net rent - loss",608,"number"
"8911 Freight and Furniture Handlers","Male","e. $180,000 or more","Net rent - loss",32,"number"
"8912 Shelf Fillers","Female","a. $18,200 or less","Net rent - loss",99,"number"
"8912 Shelf Fillers","Female","b. $18,201 to $37,000","Net rent - loss",142,"number"
"8912 Shelf Fillers","Female","c. $37,001 to $80,000","Net rent - loss",56,"number"
"8912 Shelf Fillers","Female","d. $80,001 to $180,000","Net rent - loss",5,"number"
"8912 Shelf Fillers","Male","All","Net rent - loss",185,"number"
"8991 Caretakers","Female","All","Net rent - loss",85,"number"
"8991 Caretakers","Male","All","Net rent - loss",195,"number"
"8992 Deck and Fishing Hands","Female","All","Net rent - loss",84,"number"
"8992 Deck and Fishing Hands","Male","a. $18,200 or less","Net rent - loss",24,"number"
"8992 Deck and Fishing Hands","Male","b. $18,201 to $37,000","Net rent - loss",53,"number"
"8992 Deck and Fishing Hands","Male","c. $37,001 to $80,000","Net rent - loss",234,"number"
"8992 Deck and Fishing Hands","Male","d. $80,001 to $180,000","Net rent - loss",548,"number"
"8992 Deck and Fishing Hands","Male","e. $180,000 or more","Net rent - loss",89,"number"
"8993 Handypersons","Female","All","Net rent - loss",20,"number"
"8993 Handypersons","Male","a. $18,200 or less","Net rent - loss",96,"number"
"8993 Handypersons","Male","b. $18,201 to $37,000","Net rent - loss",206,"number"
"8993 Handypersons","Male","c. $37,001 to $80,000","Net rent - loss",353,"number"
"8993 Handypersons","Male","d. $80,001 to $180,000","Net rent - loss",48,"number"
"8993 Handypersons","Male","e. $180,000 or more","Net rent - loss",4,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Female","All","Net rent - loss",4,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Male","a. $18,200 or less","Net rent - loss",16,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Male","b. $18,201 to $37,000","Net rent - loss",42,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Male","c. $37,001 to $80,000","Net rent - loss",206,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Male","d. $80,001 to $180,000","Net rent - loss",116,"number"
"8994 Motor Vehicle Parts and Accessories Fitters","Male","e. $180,000 or more","Net rent - loss",10,"number"
"8995 Printing Assistants and Table Workers","Female","All","Net rent - loss",58,"number"
"8995 Printing Assistants and Table Workers","Male","All","Net rent - loss",142,"number"
